gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
VCF2,360,213,0.0,0.0,0.4132,-1.1366,,,,,,,10,0
VCL,3480,2094,0.022388,0.00050496,1.2054,1.7729,0.025641,0.00101315,2.4083,9.4226,0.003253,0.00050819,135,79
VCP,2514,836,0.010526,7.943e-05,1.0035,0.639,0.0,0.0,1.0,0.8146,-0.010526,-7.943e-05,96,29
VCPIP1,3669,6287,0.028369,0.00015678,1.1226,1.2243,0.012195,0.00022386,1.0069,1.1982,-0.016174,6.708e-05,142,247
VCPKMT,690,1082,0.045455,0.00054934,0.8618,0.085,0.0,0.0,0.4406,-1.0336,-0.045455,-0.00054934,23,39
VCX,621,346,0.052632,0.00044693,0.8829,0.618,0.0,0.0,0.4731,-0.8429,-0.052632,-0.00044693,20,9
VCX2,420,395,0.090909,0.00077196,0.8087,-0.2066,0.0,0.0,-0.5395,-1.2255,-0.090909,-0.00077196,12,11
VCX3A,561,434,0.0,0.0,0.4623,-0.6093,0.0,0.0,-0.1655,-0.7544,0.0,0.0,18,13
VCX3B,741,434,0.0,0.0,0.8207,-0.5318,0.0,0.0,0.5515,-0.0353,0.0,0.0,25,13
VCY,378,132,0.0,0.0,0.4011,-0.9986,,,,,,,11,0
VCY1B,378,162,0.0,0.0,0.4011,-0.9986,,,,,,,11,0
VDAC1,894,942,0.0,0.0,0.2562,-0.8746,0.03125,0.00090489,0.7428,-0.1421,0.03125,0.00090489,31,33
VDAC2,1020,420,0.0,0.0,1.1346,1.0459,0.090909,0.00229073,1.0381,0.8223,0.090909,0.00229073,36,12
VDAC3,903,522,0.0,0.0,-0.1148,-0.975,0.066667,0.00082135,1.3943,2.0924,0.066667,0.00082135,32,16
VDR,1485,1919,0.037037,0.00036611,0.9866,1.2683,0.028169,0.00016842,0.6204,0.0991,-0.008868,-0.00019769,55,72
VEGFA,1239,47,0.022727,0.00062211,1.3463,2.1816,,,,,,,45,0
VEGFB,675,647,0.0,0.0,0.8363,-0.3492,0.05,0.00098653,0.9842,0.6198,0.05,0.00098653,22,21
VEGFC,1260,999,0.022222,0.00037259,1.0625,1.6436,0.088235,0.00035564,0.6846,-0.5089,0.066013,-1.695e-05,46,35
VEGFD,1065,1004,0.054054,0.00128106,1.4903,2.5937,0.028571,6.076e-05,0.665,-0.8763,-0.025483,-0.0012203,38,36
VENTX,777,1682,0.0,0.0,0.7502,-0.6335,0.0,0.0,1.2426,1.6132,0.0,0.0,26,63
VEPH1,2502,1689,0.021277,0.00030502,0.8839,0.1089,0.064516,0.00077709,1.1733,0.8066,0.043239,0.00047207,95,63
VEZF1,1707,845,0.015873,0.00045599,1.393,2.6055,0.0,0.0,0.2945,-0.4618,-0.015873,-0.00045599,64,29
VEZT,2421,519,0.0,0.0,0.5478,-0.5004,0.066667,0.00236357,2.5545,6.0051,0.066667,0.00236357,92,16
VGF,1848,703,0.029412,0.00041922,1.2155,1.8002,0.0,0.0,0.3256,-0.7637,-0.029412,-0.00041922,69,24
VGLL1,870,364,0.034483,0.0002739,1.259,1.0886,0.0,0.0,-0.1482,-0.9655,-0.034483,-0.0002739,30,10
VGLL2,954,1277,0.060606,0.00070718,1.2004,0.5452,0.0,0.0,0.9682,0.6349,-0.060606,-0.00070718,34,46
VGLL3,981,9457,0.0,0.0,0.3866,-0.9034,0.018767,0.00033322,0.9093,0.509,0.018767,0.00033322,35,374
VGLL4,891,2884,0.0,0.0,1.0889,0.8137,0.018182,0.00025175,0.8165,0.4764,0.018182,0.00025175,31,111
VHL,753,3781,0.04,0.00108215,1.284,1.6365,0.006849,4.961e-05,0.8028,-0.1638,-0.033151,-0.00103254,26,147
VHLL,420,264,0.090909,0.00083554,1.1794,1.3319,0.0,0.0,0.0193,-1.6334,-0.090909,-0.00083554,12,6
VIL1,2487,1074,0.021277,0.00012002,0.9848,0.1497,0.0,0.0,0.3323,-0.8995,-0.021277,-0.00012002,95,38
VILL,2694,327,0.0,0.0,0.7522,-0.0908,0.0,0.0,0.2202,-1.4243,0.0,0.0,103,8
VIM,1401,753,0.02,7.097e-05,1.3325,2.1437,0.0,0.0,1.0769,1.1836,-0.02,-7.097e-05,51,26
VIP,513,1067,0.066667,0.00048286,1.2415,0.3213,0.0,0.0,0.3441,-1.145,-0.066667,-0.00048286,16,38
VIPAS39,1560,272,0.017544,3.149e-05,1.3176,1.855,0.0,0.0,-0.8637,-0.7176,-0.017544,-3.149e-05,58,6
VIPR1,1404,1380,0.019608,0.0003139,0.8877,0.6576,0.02,0.00023397,1.0867,0.8146,0.000392,-7.993e-05,52,51
VIPR2,1740,186,0.0,0.0,0.7045,-0.0746,,,,,,,65,0
VIRMA,5580,204,0.013761,5.95e-05,0.8381,0.1006,,,,,,,219,0
VIT,2082,718,0.0,0.0,0.7965,0.7529,0.0,0.0,0.5523,-0.9539,0.0,0.0,79,24
VKORC1,492,348,0.071429,0.00180632,0.6362,-0.5709,0.0,0.0,0.7169,-0.8221,-0.071429,-0.00180632,15,9
VKORC1L1,681,537,0.0,0.0,0.6919,-0.631,0.0,0.0,-0.2112,-1.3575,0.0,0.0,23,17
VLDLR,2622,6591,0.0,0.0,0.9491,0.3613,0.01938,0.00015546,1.1522,1.0282,0.01938,0.00015546,100,259
VMA12,648,232,0.0,0.0,1.1608,0.5967,,,,,,,21,0
VMA21,471,222,0.0,0.0,0.1572,-1.1237,,,,,,,14,0
VMA22,669,898,0.0,0.0,0.8162,-0.314,0.033333,0.0007742,1.1699,1.3321,0.033333,0.0007742,22,31
VMAC,510,1730,0.066667,0.00032844,0.5008,-0.8805,0.015625,0.00038185,1.4031,2.4576,-0.051042,5.341e-05,16,65
VMO1,609,89,0.0,0.0,0.6966,0.025,,,,,,,20,0
VMP1,1260,1898,0.022222,1.417e-05,1.1877,0.8657,0.014286,0.00057787,1.2286,2.0913,-0.007936,0.0005637,46,71
VN1R1,1062,1289,0.027027,5.94e-05,1.2285,0.6297,0.021739,0.00024372,0.8073,0.8428,-0.005288,0.00018432,38,47
VN1R2,1188,123,0.02381,4.231e-05,0.7606,-0.586,,,,,,,43,0
VN1R4,906,142,0.0,0.0,1.4043,1.8127,,,,,,,32,0
VN1R5,1074,165,0.0,0.0,0.5435,-0.0871,,,,,,,38,0
VNN1,1542,2311,0.035714,0.00018632,0.7015,-0.1625,0.011494,0.00010564,0.9407,0.492,-0.02422,-8.068e-05,57,88
VNN2,1563,451,0.017544,0.00041867,0.8635,0.2753,0.0,0.0,1.4429,0.7315,-0.017544,-0.00041867,58,13
VOPP1,519,2420,0.0,0.0,-0.1302,-0.9973,0.021978,0.00058771,1.2046,1.8066,0.021978,0.00058771,16,92
VPREB1,438,206,0.0,0.0,1.1096,1.2848,,,,,,,13,0
VPREB3,372,195,0.0,0.0,0.1522,-1.4981,,,,,,,10,0
VPS11,2916,356,0.018018,0.00010797,0.9734,0.3217,0.0,0.0,1.2677,0.8994,-0.018018,-0.00010797,112,10
VPS13A,9525,5702,0.026667,0.00037395,0.9662,0.7277,0.022523,0.0005091,1.0543,1.2256,-0.004144,0.00013515,376,223
VPS13B,12069,2017,0.012579,0.00022216,1.2066,1.5198,0.0,0.0,0.574,-0.2764,-0.012579,-0.00022216,478,76
VPS13C,11262,2141,0.013483,0.00014112,0.9331,0.6079,0.0375,0.00082093,1.0969,0.8382,0.024017,0.00067981,446,81
VPS13D,13167,3190,0.015355,0.00015221,0.8792,0.4284,0.016393,0.00068017,1.9259,5.0831,0.001038,0.00052796,522,123
VPS16,2577,216,0.010309,1.03e-06,0.6687,-0.1086,,,,,,,98,0
VPS18,2946,987,0.017857,8.001e-05,1.2364,1.4531,0.0,0.0,0.4099,-0.9295,-0.017857,-8.001e-05,113,35
VPS25,615,346,0.0,0.0,0.4487,-0.9443,0.0,0.0,0.1955,-1.4035,0.0,0.0,20,9
VPS26A,1014,531,0.028571,0.00015025,0.7909,0.1727,0.0,0.0,0.5405,-0.7283,-0.028571,-0.00015025,36,17
VPS26B,1080,2665,0.026316,2.63e-06,1.0905,0.7503,0.029703,0.00044266,1.2997,2.1423,0.003387,0.00044003,39,102
VPS26C,1014,2378,0.085714,0.00325592,1.6196,2.0147,0.011111,2.356e-05,1.0953,0.8667,-0.074603,-0.00323236,36,91
VPS28,738,247,0.0,0.0,0.976,0.1776,,,,,,,25,0
VPS29,645,479,0.1,0.00140332,0.962,0.1409,0.0,0.0,1.2084,0.3647,-0.1,-0.00140332,21,15
VPS33A,1938,385,0.013889,8.601e-05,0.7241,0.3519,0.0,0.0,0.8932,-0.5717,-0.013889,-8.601e-05,73,11
VPS33B,1869,645,0.014493,3.588e-05,0.8663,0.3169,0.0,0.0,0.8084,-0.3963,-0.014493,-3.588e-05,70,21
VPS35,2412,310,0.010989,0.00032818,0.9703,1.1465,0.0,0.0,0.4058,-1.347,-0.010989,-0.00032818,92,8
VPS35L,3159,735,0.008264,1.238e-05,0.9353,0.3832,0.041667,0.00106291,0.7105,-0.0062,0.033403,0.00105053,122,25
VPS36,1161,3264,0.0,0.0,0.9371,0.018,0.032,0.00085181,1.3912,2.0927,0.032,0.00085181,42,126
VPS37A,1302,1528,0.0,0.0,0.446,-0.7125,0.0,0.0,0.4285,-0.5645,0.0,0.0,47,57
VPS37B,858,1848,0.0,0.0,0.8454,-0.2116,0.029412,0.0003125,0.9459,0.3145,0.029412,0.0003125,30,69
VPS37C,1233,1811,0.0,0.0,0.8595,0.4997,0.044776,0.00078629,0.9087,-0.1501,0.044776,0.00078629,45,68
VPS37D,756,862,0.0,0.0,0.8014,-0.0588,0.0,0.0,0.2631,-0.9797,0.0,0.0,26,30
VPS39,2661,0,0.019802,7.27e-05,0.7931,0.7249,,,,,,,102,0
VPS41,2661,708,0.0,0.0,1.0729,0.4888,0.0,0.0,0.5074,-0.9987,0.0,0.0,102,24
VPS45,1956,493,0.013699,0.00037741,1.0819,1.6394,0.0,0.0,2.4606,5.706,-0.013699,-0.00037741,74,15
VPS4A,1314,2792,0.042553,0.00067407,1.5601,2.8752,0.028302,0.00040262,1.1083,0.9204,-0.014251,-0.00027145,48,107
VPS4B,1335,2002,0.020833,0.00020813,0.9985,1.2027,0.040541,0.00064255,0.9734,0.6118,0.019708,0.00043442,49,75
VPS50,3054,687,0.0,0.0,0.7145,-0.1802,0.0,0.0,0.5798,0.1538,0.0,0.0,118,23
VPS51,2349,312,0.0,0.0,0.6977,-0.3906,0.0,0.0,0.5459,-1.3675,0.0,0.0,89,8
VPS52,2253,776,0.0,0.0,0.629,-0.3156,0.08,0.00045133,1.4519,1.4861,0.08,0.00045133,86,26
VPS53,2499,10590,0.042553,0.00091052,1.3458,1.935,0.014354,0.00010169,0.9341,0.3998,-0.028199,-0.00080883,95,419
VPS54,2958,1714,0.017699,0.00029542,0.9159,0.9326,0.047619,0.00144664,1.7255,3.4656,0.02992,0.00115122,114,64
VPS72,1170,256,0.02439,7.919e-05,0.9967,0.5464,0.0,0.0,-0.1041,-1.7048,-0.02439,-7.919e-05,42,6
VPS8,4374,711,0.005917,6.36e-06,0.7328,-0.2027,0.0,0.0,0.6402,-0.957,-0.005917,-6.36e-06,170,24
VPS9D1,1941,1065,0.0,0.0,0.8216,0.0351,0.0,0.0,0.9624,0.4584,0.0,0.0,73,38
VRK1,1347,357,0.020833,0.00021087,1.4929,2.4285,0.0,0.0,1.2168,0.821,-0.020833,-0.00021087,49,10
VRK2,1581,257,0.0,0.0,0.4592,-0.7545,0.0,0.0,0.6138,-0.5238,0.0,0.0,59,6
VRK3,1491,409,0.0,0.0,0.7081,-0.2675,0.0,0.0,0.1473,-1.3093,0.0,0.0,55,12
VRTN,2109,1299,0.0,0.0,0.5781,0.0072,0.0,0.0,0.9694,0.2564,0.0,0.0,80,47
VSIG1,1272,1964,0.0,0.0,0.3262,-0.8865,0.0,0.0,0.8007,0.1333,0.0,0.0,46,74
VSIG10,1623,3386,0.033898,0.00043178,1.2389,2.1123,0.007692,0.00010237,0.8284,0.5069,-0.026206,-0.00032941,60,131
VSIG10L,2736,387,0.009615,6.964e-05,0.8338,0.2072,0.0,0.0,0.8414,-0.2382,-0.009615,-6.964e-05,105,11
VSIG10L2,2382,417,0.011111,8.048e-05,0.9689,0.7237,0.0,0.0,0.9286,0.5045,-0.011111,-8.048e-05,91,12
VSIG2,1026,158,0.0,0.0,0.8327,0.2851,,,,,,,36,0
VSIG4,1266,643,0.0,0.0,0.893,0.0315,0.0,0.0,0.9482,-0.3955,0.0,0.0,46,21
VSIG8,1245,573,0.022727,8.064e-05,1.4167,1.3888,0.0,0.0,0.6014,-0.9055,-0.022727,-8.064e-05,45,18
VSIR,1146,1036,0.025,0.00023995,0.5024,-0.3383,0.0,0.0,0.4967,-0.8647,-0.025,-0.00023995,41,37
VSNL1,903,908,0.0,0.0,0.8221,-0.4845,0.0,0.0,1.039,0.5846,0.0,0.0,32,32
VSTM1,711,304,0.0,0.0,1.2797,1.0645,0.0,0.0,0.6077,-0.3371,0.0,0.0,24,8
VSTM2A,930,1591,0.0625,0.00078036,1.4029,1.3405,0.051724,0.00090186,1.0628,1.3343,-0.010776,0.0001215,33,59
VSTM2B,930,1420,0.03125,0.00021744,1.4965,2.3556,0.078431,0.00134284,1.309,1.6811,0.047181,0.0011254,33,52
VSTM2L,615,1321,0.052632,4.428e-05,1.5199,1.3826,0.021277,0.0001541,0.5493,-0.9089,-0.031355,0.00010982,20,48
VSTM4,1176,1482,0.0,0.0,0.3831,-0.3828,0.018519,9.341e-05,1.0352,1.0211,0.018519,9.341e-05,42,55
VSTM5,603,2453,0.0,0.0,0.4715,-0.8688,0.021505,0.00046133,0.9854,1.1264,0.021505,0.00046133,20,94
VSX1,1098,843,0.026316,0.00085559,1.8367,5.0007,0.035714,0.00084175,0.9565,1.2948,0.009398,-1.384e-05,39,29
VSX2,1086,1932,0.026316,0.00050768,2.1389,5.9423,0.027778,0.00041735,1.3766,1.7446,0.001462,-9.033e-05,39,73
VTA1,924,6067,0.032258,0.00055669,1.433,2.6484,0.016878,0.00010817,0.7523,0.0611,-0.01538,-0.00044852,32,238
VTCN1,858,1723,0.034483,6.189e-05,1.3751,1.8356,0.0,0.0,0.6867,-0.4301,-0.034483,-6.189e-05,30,64
VTI1A,675,3689,0.0,0.0,0.7333,-0.5824,0.007042,7.895e-05,0.8141,0.2061,0.007042,7.895e-05,22,143
VTI1B,729,339,0.0,0.0,1.436,2.1567,0.0,0.0,1.7729,1.9177,0.0,0.0,25,9
VTN,1437,189,0.0,0.0,0.5958,-0.5112,,,,,,,53,0
VWA1,1338,3154,0.020833,0.00019223,1.2092,1.9372,0.041322,0.00103393,1.4085,2.3259,0.020489,0.0008417,49,122
VWA2,2268,3578,0.011765,2.091e-05,0.9077,0.2699,0.0,0.0,0.9264,0.2618,-0.011765,-2.091e-05,86,139
VWA3A,3555,1044,0.007299,1.527e-05,0.8919,0.2762,0.0,0.0,0.226,-1.0853,-0.007299,-1.527e-05,138,37
VWA3B,3885,1179,0.013333,0.00010992,0.9744,0.9845,0.02381,0.00017245,0.6454,0.7933,0.010477,6.253e-05,151,43
VWA5A,2361,1058,0.011236,8.138e-05,0.7396,-0.2538,0.108108,0.00223174,1.2675,0.5424,0.096872,0.00215036,90,38
VWA5B1,3666,5397,0.0,0.0,0.7926,-0.2605,0.014286,0.00018163,0.8564,0.3652,0.014286,0.00018163,142,211
VWA5B2,3744,654,0.0,0.0,0.5773,-0.3576,0.0,0.0,0.6844,0.2113,0.0,0.0,145,22
VWA7,2676,239,0.0,0.0,0.9198,0.3159,,,,,,,102,0
VWA8,5718,1456,0.022422,0.00023644,0.8611,0.3402,0.018868,5.906e-05,0.9518,0.3552,-0.003554,-0.00017738,224,54
VWC2,978,10344,0.0,0.0,0.5134,-0.4859,0.017157,0.00019113,0.9088,0.4901,0.017157,0.00019113,35,409
VWC2L,669,3969,0.047619,0.00013964,1.0653,1.2981,0.006536,0.00016405,0.9931,0.9926,-0.041083,2.441e-05,22,154
VWCE,3012,665,0.034783,0.00039556,0.893,0.0991,0.0,0.0,0.1757,-0.8567,-0.034783,-0.00039556,116,22
VWDE,4773,447,0.010811,3.91e-05,0.7564,-0.3049,0.0,0.0,0.6592,-0.7633,-0.010811,-3.91e-05,186,13
VWF,8442,388,0.012048,0.00011547,0.9606,0.5379,0.0,0.0,0.7098,-0.9919,-0.012048,-0.00011547,333,11
VXN,624,2519,0.052632,0.00099764,1.1207,0.7069,0.010526,0.00011801,0.9592,0.7604,-0.042106,-0.00087963,20,96
WAC,1944,3968,0.0,0.0,0.8106,0.2982,0.019608,0.00039237,1.0782,1.3616,0.019608,0.00039237,73,154
WAPL,3651,2700,0.021429,0.00022341,0.8654,0.4754,0.009804,0.00033202,1.1084,1.5995,-0.011625,0.00010861,141,103
WARS1,1545,559,0.035714,0.00010261,0.8981,-0.0695,0.0,0.0,0.3787,-0.5409,-0.035714,-0.00010261,57,18
WARS2,1146,1715,0.025,0.00038712,0.7718,-0.2609,0.031746,0.00080117,1.4341,2.7138,0.006746,0.00041405,41,64
WAS,1773,988,0.030769,0.00085684,1.8809,5.0852,0.0,0.0,0.0053,-1.1646,-0.030769,-0.00085684,66,35
WASF1,1680,995,0.032258,0.00099407,1.7232,3.904,0.058824,0.00060033,0.8369,-0.0257,0.026566,-0.00039374,63,35
WASF2,1497,4184,0.018519,0.00038594,1.0802,1.2416,0.024691,0.00020875,0.9728,0.564,0.006172,-0.00017719,55,163
WASF3,1542,3305,0.035714,0.00085107,1.0142,0.6411,0.015748,0.00016335,0.7198,-0.2776,-0.019966,-0.00068772,57,128
WASH6P,1437,0,0.057692,0.00087211,0.9075,-0.0569,,,,,,,53,0
WASHC1,1398,475,0.02,0.00076968,1.0178,1.0998,0.0,0.0,0.4179,-1.189,-0.02,-0.00076968,51,14
WASHC2A,4161,251,0.006211,0.00019985,1.0208,1.1692,,,,,,,162,0
WASHC2C,4113,639,0.018868,0.00022807,0.8556,0.2419,0.05,0.00045955,1.2453,1.4728,0.031132,0.00023148,160,21
WASHC3,609,1383,0.052632,7.514e-05,0.4986,-0.9143,0.04,0.00048058,0.7692,-0.445,-0.012632,0.00040544,20,51
WASHC4,3540,2237,0.014706,0.00010404,0.8657,0.8186,0.0,0.0,0.4605,-0.62,-0.014706,-0.00010404,137,85
WASHC5,3528,652,0.014706,3.371e-05,0.8132,-0.0892,0.0,0.0,1.1767,0.5467,-0.014706,-3.371e-05,137,21
WASL,1518,2845,0.0,0.0,0.6742,-0.382,0.027778,0.00050025,1.1896,1.4167,0.027778,0.00050025,56,109
WBP1,987,370,0.029412,0.00107246,1.7669,4.619,0.0,0.0,0.8289,-0.1876,-0.029412,-0.00107246,35,10
WBP11,1926,2655,0.014085,0.0002831,0.7231,0.0691,0.009901,9.9e-07,0.6088,-0.2199,-0.004184,-0.00028211,72,102
WBP1L,1092,3037,0.0,0.0,0.5741,-0.8284,0.008621,0.00017569,0.9741,0.8889,0.008621,0.00017569,39,117
WBP2,786,1073,0.038462,0.0006936,1.5706,2.6698,0.0,0.0,0.5726,-0.7998,-0.038462,-0.0006936,27,38
WBP2NL,930,2473,0.0625,0.00075227,0.6863,-0.1122,0.0,0.0,1.0824,0.4855,-0.0625,-0.00075227,33,94
WBP4,1134,1252,0.0,0.0,0.8631,-0.2004,0.0,0.0,0.4513,-0.754,0.0,0.0,41,45
WDCP,2166,1682,0.012346,1.039e-05,1.0652,0.8249,0.0,0.0,0.6281,-0.5365,-0.012346,-1.039e-05,82,63
WDFY1,1254,1317,0.0,0.0,0.5351,-0.5182,0.021277,0.00011411,0.5463,-0.5112,0.021277,0.00011411,46,48
WDFY2,1230,933,0.045455,0.00068318,1.117,0.8923,0.03125,4.328e-05,0.3452,-0.8588,-0.014205,-0.0006399,45,33
WDFY3,10581,3978,0.011962,9.993e-05,0.8396,0.1551,0.0,0.0,0.8252,0.2427,-0.011962,-9.993e-05,419,155
WDFY4,9555,527,0.015915,0.00019348,1.0149,0.605,0.0,0.0,0.0164,-1.0283,-0.015915,-0.00019348,378,16
WDHD1,3420,353,0.015267,0.00010603,0.6849,0.0222,0.0,0.0,0.1281,-0.4701,-0.015267,-0.00010603,132,10
WDPCP,2382,820,0.033333,0.00061484,0.9422,0.3844,0.0,0.0,0.591,-0.534,-0.033333,-0.00061484,91,28
WDR1,1980,1229,0.0,0.0,0.4102,-0.5542,0.022727,0.00047249,1.0799,1.6926,0.022727,0.00047249,75,45
WDR11,3675,870,0.007092,0.00013682,0.9585,0.563,0.0,0.0,0.8645,0.1304,-0.007092,-0.00013682,142,30
WDR12,1272,6796,0.022222,9.253e-05,0.8709,0.2087,0.015038,9.395e-05,0.8734,0.0872,-0.007184,1.42e-06,46,267
WDR13,1458,666,0.0,0.0,0.4257,-1.0772,0.047619,0.00015627,1.2087,0.85,0.047619,0.00015627,54,22
WDR17,3969,736,0.026144,0.00044421,1.2545,1.7763,0.0,0.0,0.1456,-1.127,-0.026144,-0.00044421,154,25
WDR18,1530,238,0.035714,0.00103917,1.6355,3.3312,,,,,,,57,0
WDR19,4041,388,0.025641,0.00042612,1.2697,1.9127,0.0,0.0,0.9942,0.1821,-0.025641,-0.00042612,157,11
WDR20,1839,856,0.0,0.0,0.6705,0.0889,0.0,0.0,0.6349,-0.7774,0.0,0.0,69,30
WDR24,2763,0,0.028571,0.00028976,1.1235,0.8819,,,,,,,106,0
WDR25,1635,317,0.0,0.0,0.8048,-0.3577,0.0,0.0,1.002,-0.4789,0.0,0.0,61,8
WDR26,2286,5081,0.034884,0.00030368,1.2978,1.8655,0.040404,0.0007596,1.1047,1.796,0.00552,0.00045592,87,199
WDR27,2688,866,0.029412,0.00045944,1.3558,2.5659,0.034483,0.00018494,1.8066,4.0522,0.005071,-0.0002745,103,30
WDR3,2832,7172,0.009259,0.00016026,0.8372,0.4819,0.017794,0.0008893,1.9572,8.6639,0.008535,0.00072904,109,282
WDR31,1116,1244,0.025641,5.079e-05,0.6736,-0.4189,0.045455,0.00047618,0.8594,0.1651,0.019814,0.00042539,40,45
WDR33,4011,5479,0.019355,0.00063003,1.5832,3.9985,0.023364,0.00031094,1.2124,1.4319,0.004009,-0.00031909,156,215
WDR35,3546,3385,0.007353,1.362e-05,1.0088,1.0953,0.0,0.0,0.6708,-0.3312,-0.007353,-1.362e-05,137,131
WDR36,2688,3728,0.019608,0.00069561,1.5535,3.8822,0.0,0.0,0.6949,-0.1262,-0.019608,-0.00069561,103,145
WDR37,1731,3202,0.0,0.0,0.6485,-0.3858,0.02459,0.00026235,0.7433,-0.1485,0.02459,0.00026235,65,123
WDR38,981,1559,0.0,0.0,1.2308,2.3284,0.017544,5.57e-05,1.1069,0.7022,0.017544,5.57e-05,35,58
WDR4,1239,232,0.0,0.0,0.422,-0.8455,,,,,,,45,0
WDR41,1395,1823,0.02,0.0002812,0.8663,0.1146,0.059701,0.00074739,0.9725,0.971,0.039701,0.00046619,51,68
WDR43,2052,1500,0.013158,6.919e-05,0.907,0.3206,0.037037,0.00040175,1.1705,1.0184,0.023879,0.00033256,77,55
WDR44,2898,1383,0.018182,8.101e-05,0.6707,0.0523,0.0,0.0,0.6942,-0.2423,-0.018182,-8.101e-05,111,51
WDR45,1143,287,0.0,0.0,0.5322,-0.9201,0.0,0.0,0.2917,-0.6288,0.0,0.0,41,7
WDR45B,1122,1411,0.0,0.0,0.2807,-1.1678,0.039216,0.0003439,0.7819,0.0354,0.039216,0.0003439,40,52
WDR46,1833,237,0.029412,0.00011967,0.9961,0.8923,,,,,,,69,0
WDR47,2784,1350,0.018868,0.00023774,0.8536,0.6199,0.020833,0.00104578,1.5175,3.5245,0.001965,0.00080804,107,49
WDR48,2148,1941,0.0,0.0,0.3876,-0.5543,0.069444,0.00110069,1.3206,1.2146,0.069444,0.00110069,81,73
WDR49,3150,377,0.0,0.0,0.8107,-0.2783,0.0,0.0,-0.025,-1.0164,0.0,0.0,121,10
WDR5,1071,2154,0.0,0.0,0.767,-0.0676,0.049383,0.00083801,1.9721,4.6378,0.049383,0.00083801,38,82
WDR53,1077,517,0.027027,0.00016493,0.7705,-0.4273,0.0,0.0,0.2186,-1.1679,-0.027027,-0.00016493,38,16
WDR54,1005,142,0.0,0.0,0.6285,0.526,,,,,,,36,0
WDR55,1152,2700,0.0,0.0,0.83,0.3342,0.019608,0.00040309,1.3548,2.2586,0.019608,0.00040309,41,103
WDR59,3069,747,0.008547,0.00016099,1.0927,1.3231,0.041667,0.00104583,1.273,1.5676,0.03312,0.00088484,118,25
WDR5B,993,3224,0.0,0.0,0.6844,-0.5341,0.02439,0.0005792,1.099,1.3682,0.02439,0.0005792,35,124
WDR6,3456,945,0.0,0.0,0.8655,0.1326,0.03125,0.00010255,1.0136,0.0674,0.03125,0.00010255,134,33
WDR62,4572,155,0.022599,0.00051216,1.111,1.5437,,,,,,,178,0
WDR64,3276,1766,0.008,0.00024852,1.0222,0.6427,0.061538,0.00118117,1.4907,2.1953,0.053538,0.00093265,126,66
WDR7,4473,2822,0.011561,0.00039635,1.2556,2.3,0.028037,0.00061031,0.9422,0.6161,0.016476,0.00021396,174,108
WDR70,1965,912,0.0,0.0,0.7269,-0.0878,0.0,0.0,0.7548,-0.7363,0.0,0.0,74,32
WDR72,3339,263,0.007812,5.322e-05,1.0783,0.7919,0.0,0.0,1.3273,0.0511,-0.007812,-5.322e-05,129,6
WDR73,1137,4194,0.0,0.0,0.5397,-0.4121,0.006173,6.2e-07,0.723,0.0684,0.006173,6.2e-07,41,163
WDR74,1200,415,0.047619,0.00105598,1.1042,0.6186,0.0,0.0,0.0233,-0.6689,-0.047619,-0.00105598,43,12
WDR75,2493,154,0.021277,0.00023224,1.2387,1.6622,,,,,,,95,0
WDR76,1881,2051,0.014286,0.00100355,2.5547,10.51,0.013158,0.00099538,1.6853,6.3434,-0.001128,-8.17e-06,71,77
WDR77,1029,1427,0.0,0.0,0.8906,1.051,0.019608,0.00018021,1.5666,2.123,0.019608,0.00018021,37,52
WDR81,5826,1156,0.013216,0.00011989,1.0381,0.6079,0.04878,0.00027604,0.9559,-0.0557,0.035564,0.00015615,228,42
WDR82,948,3336,0.03125,0.00146537,1.0627,1.4657,0.023438,0.00049443,0.8391,0.7835,-0.007812,-0.00097094,33,129
WDR83,1032,503,0.027778,7.464e-05,0.7764,0.5718,0.0,0.0,-0.0705,-1.0203,-0.027778,-7.464e-05,37,16
WDR83OS,345,311,0.0,0.0,1.0228,-0.7055,0.142857,0.00176003,1.3248,0.5322,0.142857,0.00176003,9,8
WDR86,1449,242,0.019231,5.433e-05,1.5203,2.1371,,,,,,,53,0
WDR87,8739,251,0.023256,0.00037567,0.9778,0.3124,,,,,,,345,0
WDR88,1419,283,0.0,0.0,0.7332,0.059,0.0,0.0,0.3616,-1.4274,0.0,0.0,52,7
WDR89,1164,1829,0.0,0.0,0.9125,0.4774,0.029412,0.00026294,0.8699,0.2594,0.029412,0.00026294,42,69
WDR90,5499,293,0.014019,0.00012046,0.8403,-0.0456,0.0,0.0,0.3906,-1.0344,-0.014019,-0.00012046,215,7
WDR91,2322,1290,0.011494,4.452e-05,1.2675,1.0381,0.0,0.0,0.7135,-0.0805,-0.011494,-4.452e-05,88,47
WDR93,2076,326,0.0,0.0,0.6768,-0.4617,0.0,0.0,-0.6444,-1.3061,0.0,0.0,78,8
WDR97,4869,2047,0.010582,0.0001436,0.9299,0.4554,0.013158,0.00029004,1.1349,1.718,0.002576,0.00014644,190,77
WDSUB1,1476,404,0.0,0.0,1.1139,1.2011,0.090909,0.00270269,1.0206,0.2105,0.090909,0.00270269,54,12
